INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Lindsey Hopkins Technical College,558600,5,,0.3003,0.0,,275.0,,,PrivacySuppressed,39108.83,2,1,1,0.0,0.0,11.0,6401.0,Certificate,Public,South East,City: Large,City
Loraines Academy & Spa,1016100,5,,0.5277,0.2638,,142.0,,0.298701299,6333,49256.91,3,1,3,0.0,0.0,12.0,17533.0,Certificate,Private for-profit,South East,City: Midsize,City
Luther Rice College & Seminary,3100900,5,,0.5825,0.5682,1.0,655.0,5449.0,0.5,14245,65125.89,1,4,2,0.0,0.0,21.0,5151.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
State College of Florida-Manatee-Sarasota,150400,5,,0.4488,0.2571,,7834.0,6109.0,0.575221239,5250,54747.67,1,3,1,0.0,0.0,21.0,11644.0,Bachelors,Public,South East,Suburb: Large,Suburb
Manatee Technical College,561200,5,,0.4081,0.0,,2721.0,,,PrivacySuppressed,50712.6,2,1,1,0.0,0.0,21.0,2486.0,Certificate,Public,South East,Suburb: Large,Suburb
Traviss Technical College,560800,5,,0.3148,0.0,,4380.0,,,PrivacySuppressed,49446.52,3,1,1,0.0,0.0,41.0,5625.0,Certificate,Public,South East,Rural: Fringe,Rural
Merryfield School of Pet Grooming,4227500,5,,0.6024,0.5904,,,,,6333,,3,1,3,0.0,0.0,21.0,,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Trinity International University-Florida,177201,5,1042.0,0.6826,0.8478,0.66310160427807,246.0,6758.0,PrivacySuppressed,17000,72368.27,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Miami Lakes Educational Center and Technical College,2316200,5,,0.2702,0.0,,1098.0,,PrivacySuppressed,PrivacySuppressed,47015.29,2,1,1,0.0,0.0,21.0,5514.0,Certificate,Public,South East,Suburb: Large,Suburb
Miami Dade College,150600,5,,0.5323,0.0874,,46834.0,7078.0,0.579178886,7000,49446.55,1,3,1,0.0,0.0,11.0,8849.0,Bachelors,Public,South East,City: Large,City
University of Miami,153600,5,1319.0,0.1611,0.2799,0.37786887698614,8955.0,11529.0,0.848802395,18000,71124,1,4,2,0.0,0.0,21.0,32746.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Orange Technical College-Mid Florida Campus,2501500,5,,0.1422,0.0,,1927.0,,,PrivacySuppressed,54068.81,2,1,1,0.0,0.0,21.0,10557.0,Certificate,Public,South East,Suburb: Large,Suburb
Beauty Schools of America-Miami,2283801,5,,0.3522,0.4053,,915.0,,0.319473684,9500,51918.84,3,1,3,0.0,0.0,21.0,22558.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Paul Mitchell the School-Jacksonville,2149900,5,,0.6054,0.722,,38.0,,0.592741936,9833,52638.98,3,1,3,0.0,0.0,11.0,13634.0,Certificate,Private for-profit,South East,City: Large,City
North Florida Community College,150800,5,,0.4554,0.0,,1358.0,4931.0,PrivacySuppressed,PrivacySuppressed,40336.16,2,2,1,0.0,0.0,41.0,4511.0,Associates,Public,South East,Rural: Fringe,Rural
University of North Florida,984100,5,1140.0,0.3141,0.3925,0.5660429279031299,10663.0,7888.0,0.734375,12500,62628.24,1,4,1,0.0,0.0,11.0,13621.0,Graduate,Public,South East,City: Large,City
Nova Southeastern University,150900,5,1130.0,0.4212,0.5595,0.59243018693745,4110.0,9731.0,0.648671096,18750,62876.89,1,4,2,0.0,0.0,21.0,23765.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Northwest Florida State College,151000,5,,0.3255,0.0764,,6663.0,5594.0,0.62962963,3500,54201.26,1,3,1,0.0,0.0,41.0,8817.0,Bachelors,Public,South East,Rural: Fringe,Rural
Orange Technical College-Orlando Campus,2513200,5,,0.1705,0.0,,636.0,,,PrivacySuppressed,53504.94,2,1,1,0.0,0.0,12.0,15541.0,Certificate,Public,South East,City: Midsize,City
Palm Beach Atlantic University,884900,5,1065.0,0.337,0.523,0.92885638297872,1964.0,7400.0,0.751987281,15000,64221.06,1,4,2,0.0,0.0,13.0,21934.0,Graduate,Private non-profit,South East,City: Small,City
Palm Beach State College,151200,5,,0.4714,0.1074,,17326.0,6255.0,0.627118644,4260,58951.88,1,3,1,0.0,0.0,21.0,2332.0,Bachelors,Public,South East,Suburb: Large,Suburb
Pasco-Hernando State College,1065200,5,,0.4318,0.1598,,5165.0,5994.0,0.54185022,5500,46234.11,1,2,1,0.0,0.0,21.0,5796.0,Associates,Public,South East,Suburb: Large,Suburb
Pensacola State College,151300,5,,0.3411,0.0645,,9985.0,5220.0,0.659025788,3500,50380.73,1,3,1,0.0,0.0,13.0,6593.0,Bachelors,Public,South East,City: Small,City
Pinellas Technical College-Clearwater,560500,5,,0.2822,0.0,,1417.0,,,PrivacySuppressed,50310.74,2,1,1,0.0,0.0,21.0,16466.0,Certificate,Public,South East,Suburb: Large,Suburb
Polk State College,151400,5,,0.4281,0.1386,,5611.0,6159.0,0.691275168,6151,50786.53,1,3,1,0.0,0.0,13.0,8912.0,Bachelors,Public,South East,City: Small,City
Radford M Locklin Technical Center,2554200,5,,0.1436,0.0,,322.0,,,PrivacySuppressed,51282.06,3,1,1,0.0,0.0,41.0,2716.0,Certificate,Public,South East,Rural: Fringe,Rural
Saint Vincent de Paul Regional Seminary,822300,5,,,,,,4000.0,,PrivacySuppressed,,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Ridge Technical College,2511700,5,,0.4307,0.0,,156.0,,,PrivacySuppressed,46373.01,3,1,1,0.0,0.0,13.0,20255.0,Certificate,Public,South East,City: Small,City
Ringling College of Art and Design,1257400,5,,0.2715,0.5677,0.76541554959785,958.0,8199.0,0.740298508,27000,70285.4,1,3,2,0.0,0.0,13.0,42551.0,Bachelors,Private non-profit,South East,City: Small,City
Robert Morgan Educational Center and Technical College,2524200,5,,0.3244,0.0,,1075.0,,,PrivacySuppressed,59144.65,2,1,1,0.0,0.0,21.0,9684.0,Certificate,Public,South East,Suburb: Large,Suburb
Rollins College,151500,5,,0.3446,0.3446,0.6038195855343299,1422.0,8572.0,0.645544555,22763,69363.5,1,4,2,0.0,0.0,21.0,30834.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
First Coast Technical College,1254400,5,,0.4879,0.0,,1634.0,,,PrivacySuppressed,49314.01,3,1,1,0.0,0.0,23.0,6900.0,Certificate,Public,South East,Suburb: Small,Suburb
Saint Leo University,152600,5,,0.5015,0.6139,0.72522639068564,8462.0,7727.0,0.586190246,12125,58178.62,1,4,2,0.0,0.0,23.0,20054.0,Graduate,Private non-profit,South East,Suburb: Small,Suburb
St Petersburg College,152800,5,,0.4246,0.34,,19900.0,7061.0,0.609090909,9500,50755.94,1,3,1,0.0,0.0,13.0,10333.0,Bachelors,Public,South East,City: Small,City
Pinellas Technical College-St. Petersburg,2115300,5,,0.3181,0.0,,1232.0,,,PrivacySuppressed,44203.46,2,1,1,0.0,0.0,12.0,16175.0,Certificate,Public,South East,City: Midsize,City
Santa Fe College,151900,5,,0.3512,0.2344,,12464.0,5477.0,0.561671764,7020,50017.68,1,3,1,0.0,0.0,22.0,9669.0,Bachelors,Public,South East,Suburb: Midsize,Suburb
Suncoast Technical College,560700,5,,0.1291,0.0,,963.0,,,PrivacySuppressed,54434.27,3,1,1,0.0,0.0,21.0,5816.0,Certificate,Public,South East,Suburb: Large,Suburb
Argosy University-Sarasota,2179918,5,,0.6986,0.774,,10.0,6161.0,0.63963964,12000,70553.21,1,4,3,0.0,0.0,21.0,,Graduate,Private for-profit,South East,Suburb: Large,Suburb
Seminole State College of Florida,152000,5,,0.4448,0.3021,,9042.0,5772.0,0.615591398,6500,61419.87,1,3,1,0.0,0.0,13.0,8654.0,Bachelors,Public,South East,City: Small,City
Sheridan Technical College,990200,5,,0.2182,0.0,,1487.0,,,PrivacySuppressed,52327.39,2,1,1,0.0,0.0,21.0,6894.0,Certificate,Public,South East,Suburb: Large,Suburb
Saint John Vianney College Seminary,807500,5,,0.3467,0.0,1.0,68.0,3941.0,,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,1.0,21.0,29936.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Saint Johns River State College,152300,5,,0.3447,0.1773,,4512.0,5076.0,0.53030303,8979.5,56485.29,1,3,1,0.0,0.0,32.0,6642.0,Bachelors,Public,South East,Town: Distant,Town
South Florida State College,152200,5,,0.464,0.073,,2199.0,5498.0,0.588785047,3778,42197.59,1,3,1,0.0,0.0,41.0,5514.0,Bachelors,Public,South East,Rural: Fringe,Rural
University of South Florida-Main Campus,153700,5,1167.0,0.407,0.4611,0.44799911133327,27384.0,9382.0,0.728743546,16117,58397.57,1,4,1,0.0,0.0,11.0,11232.0,Graduate,Public,South East,City: Large,City
St Thomas University,146800,5,924.0,0.4696,0.5838,0.48917197452229,1221.0,10047.0,0.647840532,15500,56846.82,1,4,2,0.0,0.0,21.0,25116.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Stetson University,153100,5,,0.3421,0.5759,0.6347182596291,2155.0,10179.0,0.835416667,19500,64417.32,1,4,2,0.0,0.0,22.0,24034.0,Graduate,Private non-profit,South East,Suburb: Midsize,Suburb
Southeastern University,152100,5,955.0,0.4095,0.5885,0.46481820559769,1232.0,7214.0,0.767705382,11501,60101.07,1,4,2,0.0,0.0,13.0,21534.0,Graduate,Private non-profit,South East,City: Small,City
Bene's Career Academy,3018500,5,,0.652,0.6447,,130.0,,0.237288136,6965.5,45891.25,3,1,3,0.0,0.0,21.0,18534.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
RIVEROAK Technical College,752500,5,,0.5203,0.0,,88.0,,,PrivacySuppressed,40407.73,2,1,1,0.0,0.0,33.0,15211.0,Certificate,Public,South East,Town: Remote,Town
Tallahassee Community College,153300,5,,0.4564,0.3961,,10816.0,6449.0,0.573529412,5500,51023.41,2,2,1,0.0,0.0,12.0,4987.0,Associates,Public,South East,City: Midsize,City
Talmudic College of Florida,2508900,5,,0.26,0.0,,41.0,5667.0,PrivacySuppressed,PrivacySuppressed,57307.12,1,4,2,0.0,1.0,13.0,8733.0,Graduate,Private non-profit,South East,City: Small,City
The University of Tampa,153800,5,1092.0,0.2415,0.6203,0.50739810907536,2961.0,8739.0,0.798042705,16883,71934.52,1,4,2,0.0,0.0,11.0,27580.0,Graduate,Private non-profit,South East,City: Large,City
Taylor Technical Institute,3100800,5,,0.362,0.0,,441.0,,,PrivacySuppressed,40842.84,2,1,1,0.0,0.0,41.0,3316.0,Certificate,Public,South East,Rural: Fringe,Rural
Tom P Haney Technical Center,1082600,5,,0.6893,0.0,,443.0,,PrivacySuppressed,PrivacySuppressed,49899.12,2,1,1,0.0,0.0,22.0,9194.0,Certificate,Public,South East,Suburb: Midsize,Suburb
Trinity Baptist College,3101900,5,845.0,0.6346,0.8725,0.8634146341463399,362.0,3465.0,PrivacySuppressed,5750,58249.91,1,4,2,0.0,0.0,11.0,13286.0,Graduate,Private non-profit,South East,City: Large,City
Trinity College of Florida,3028200,5,898.0,0.6463,0.7249,0.7368421052631501,147.0,4658.0,0.581395349,14250,55309.46,1,3,2,0.0,0.0,21.0,17952.0,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Fashion Focus Hair Academy,2148200,5,,0.4579,0.4299,,10.0,,0.519230769,8111.5,58756.58,3,1,3,0.0,0.0,21.0,16100.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Valencia College,675000,5,,0.4375,0.2126,,27565.0,6249.0,0.603654252,5500,58543.84,1,3,1,0.0,0.0,12.0,6451.0,Bachelors,Public,South East,City: Midsize,City
Warner University,884800,5,879.0,0.6879,0.8531,0.512,1001.0,4734.0,0.610909091,16250,52491.75,1,4,2,0.0,0.0,41.0,15393.0,Graduate,Private non-profit,South East,Rural: Fringe,Rural
Florida Panhandle Technical College,752600,5,,0.6533,0.0,,712.0,,,PrivacySuppressed,43597.05,2,1,1,0.0,0.0,32.0,14650.0,Certificate,Public,South East,Town: Distant,Town
Webber International University,154000,5,902.0,0.4294,0.5735,0.55201958384332,419.0,4269.0,0.6,10250,55372.47,1,4,2,0.0,0.0,31.0,23029.0,Graduate,Private non-profit,South East,Town: Fringe,Town
Rasmussen College-Florida,869410,5,,0.6378,0.7684,,328.0,5916.0,0.598980065,10851.5,44316.23,1,3,3,0.0,0.0,13.0,17213.0,Bachelors,Private for-profit,South East,City: Small,City
The University of West Florida,395500,5,1053.0,0.4165,0.716,0.41539977477477,6753.0,7771.0,0.691558442,12500,54753.42,1,4,1,0.0,0.0,13.0,11184.0,Graduate,Public,South East,City: Small,City
Orange Technical College-Westside Campus,2321200,5,,0.1653,0.0,,1111.0,,,PrivacySuppressed,57592.92,2,1,1,0.0,0.0,21.0,19566.0,Certificate,Public,South East,Suburb: Large,Suburb
William T McFatter Technical College,3003600,5,,0.1417,0.0,,986.0,,,PrivacySuppressed,56046.73,2,1,1,0.0,0.0,21.0,9197.0,Certificate,Public,South East,Suburb: Large,Suburb
Orange Technical College-Winter Park Campus,2504600,5,,0.1936,0.0,,511.0,,,PrivacySuppressed,55781.54,3,1,1,0.0,0.0,21.0,23755.0,Certificate,Public,South East,Suburb: Large,Suburb
Withlacoochee Technical College,2300900,5,,0.502,0.0,,413.0,,,PrivacySuppressed,42928.15,2,1,1,0.0,0.0,23.0,7173.0,Certificate,Public,South East,Suburb: Small,Suburb
Abraham Baldwin Agricultural College,154100,5,933.0,0.4586,0.4485,0.7730870712401,2630.0,5083.0,0.691756272,7121,46480.92,1,3,1,0.0,0.0,32.0,8367.0,Bachelors,Public,South East,Town: Distant,Town
Agnes Scott College,154200,5,,0.4273,0.6392,0.6173853524982801,892.0,9013.0,0.762162162,24597,69580.95,1,3,2,1.0,0.0,21.0,19759.0,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Interactive College of Technology-Chamblee,2284300,5,,0.7493,0.6772,,280.0,3200.0,0.492805755,6267,70108.71,2,2,3,0.0,0.0,21.0,13275.0,Associates,Private for-profit,South East,Suburb: Large,Suburb
Interactive College of Technology-Morrow,2284308,5,,0.84,0.6,,84.0,3217.0,0.492805755,6267,70108.71,2,2,3,0.0,0.0,21.0,13717.0,Associates,Private for-profit,South East,Suburb: Large,Suburb
Albany Technical College,560100,5,,0.8022,0.7324,,2444.0,4286.0,0.21446384,5616,42438.33,2,2,1,0.0,0.0,13.0,1246.0,Associates,Public,South East,City: Small,City
Darton State College,154300,5,,0.5726,0.5839,,2805.0,4705.0,0.634032634,8751,44984.42,1,3,1,0.0,0.0,13.0,7783.0,Bachelors,Public,South East,City: Small,City
Albany State University,154400,5,883.0,0.7313,0.8736,0.6370673952641099,3129.0,5640.0,0.353535354,25404.5,52181.09,1,4,1,0.0,0.0,13.0,12439.0,Graduate,Public,South East,City: Small,City
Andrew College,154500,5,,0.5974,0.802,0.9925,329.0,3591.0,0.666666667,10000,58509.1,2,2,2,0.0,0.0,32.0,23993.0,Associates,Private non-profit,South East,Town: Distant,Town
Armstrong State University,154600,5,997.0,0.4587,0.5761,0.73949230129005,4988.0,5857.0,0.73318872,13000,56704.76,1,4,1,0.0,0.0,12.0,19265.0,Graduate,Public,South East,City: Midsize,City
The Art Institute of Atlanta,927000,5,,0.735,0.8315,,934.0,4925.0,0.544902913,12667,72782.11,1,3,3,0.0,0.0,13.0,23767.0,Bachelors,Private for-profit,South East,City: Small,City
Georgia Career Institute,3005400,5,,0.575,0.55,,90.0,,0.299093656,7753,62053.54,3,1,3,0.0,0.0,21.0,11430.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Atlanta Technical College,854300,5,,0.7788,0.6457,,2884.0,3930.0,,7198,50134.52,2,2,1,0.0,0.0,11.0,3076.0,Associates,Public,South East,City: Large,City
Point University,154700,5,910.0,0.5867,0.7569,0.4907192575406,385.0,6088.0,0.585858586,14000,69033.68,1,3,2,0.0,0.0,32.0,15977.0,Bachelors,Private non-profit,South East,Town: Distant,Town
Atlanta Metropolitan State College,1216500,5,,0.7402,0.3933,,1907.0,4233.0,0.339285714,4387.5,53064.92,1,3,1,0.0,0.0,11.0,4456.0,Bachelors,Public,South East,City: Large,City
Atlanta's John Marshall Law School,3173300,5,,,,,,7818.0,PrivacySuppressed,PrivacySuppressed,,1,4,3,0.0,0.0,11.0,,Graduate,Private for-profit,South East,City: Large,City
Atlanta School of Massage,2580200,5,,0.7769,0.871,,416.0,,0.502109705,7806,72837.79,3,1,3,0.0,0.0,21.0,17004.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
Clark Atlanta University,155900,5,850.0,0.718,0.8590000000000001,0.5120195099291599,4030.0,6997.0,0.482894737,19500,60451.55,1,4,2,0.0,0.0,11.0,32947.0,Graduate,Private non-profit,South East,City: Large,City
Augusta Technical College,559900,5,,0.6803,0.0,,3265.0,4973.0,,4234.5,48434.37,2,2,1,0.0,0.0,12.0,8549.0,Associates,Public,South East,City: Midsize,City
Bainbridge State College,1107400,5,,0.6996,0.5049,,1311.0,4554.0,PrivacySuppressed,7000,41552.38,1,2,1,0.0,0.0,32.0,2870.0,Associates,Public,South East,Town: Distant,Town
Berry College,155400,5,1179.0,0.2451,0.5453,0.5537152058891099,1822.0,7637.0,0.882165605,17062,70464.52,1,4,2,0.0,0.0,23.0,21181.0,Graduate,Private non-profit,South East,Suburb: Small,Suburb
Beulah Heights University,3076300,5,,0.6828,0.7115,,579.0,3184.0,0.345679012,31171.5,63599.65,1,4,2,0.0,0.0,11.0,13349.0,Graduate,Private non-profit,South East,City: Large,City
Brenau University,155600,5,990.0,0.5031,0.7406,0.6561962134251199,1469.0,6865.0,0.720720721,15000,67048.19,1,4,2,1.0,0.0,13.0,25218.0,Graduate,Private non-profit,South East,City: Small,City
Brewton-Parker College,155700,5,,0.4577,0.7837,,1062.0,3723.0,0.698492462,12000,50168.03,1,3,2,0.0,0.0,42.0,16510.0,Bachelors,Private non-profit,South East,Rural: Distant,Rural
Brown College of Court Reporting,2060900,5,,0.8462,0.9231,0.74074074074074,234.0,4056.0,PrivacySuppressed,15917,65977.76,2,2,3,0.0,0.0,11.0,26020.0,Associates,Private for-profit,South East,City: Large,City
College of Coastal Georgia,155800,5,935.0,0.5096,0.4674,0.94988434849653,1912.0,5851.0,0.708333333,7265.5,50342.2,1,3,1,0.0,0.0,13.0,12572.0,Bachelors,Public,South East,City: Small,City
West Georgia Technical College,1048700,5,,0.5552,0.2555,,2032.0,4257.0,,5000,59360.86,2,2,1,0.0,0.0,41.0,3804.0,Associates,Public,South East,Rural: Fringe,Rural
Clayton  State University,897600,5,,0.5677,0.6267,0.38572458543619,4455.0,6313.0,0.600271003,18708,65444.71,1,4,1,0.0,0.0,21.0,11397.0,Graduate,Public,South East,Suburb: Large,Suburb
Columbia Theological Seminary,156000,5,,,,,,8264.0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0.0,0.0,21.0,,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Columbus Technical College,562400,5,,0.6233,0.0,,1754.0,4212.0,,5216,48355.68,2,2,1,0.0,0.0,12.0,6777.0,Associates,Public,South East,City: Midsize,City
Columbus State University,156100,5,961.0,0.4702,0.5961,0.55685777636997,4450.0,6258.0,0.561465721,14257.5,55979.92,1,4,1,0.0,0.0,12.0,11422.0,Graduate,Public,South East,City: Midsize,City
Georgia Northwestern Technical College,402400,5,,0.6071,0.2019,,2313.0,4727.0,,4305,50299.15,2,2,1,0.0,0.0,13.0,3485.0,Associates,Public,South East,City: Small,City
Covenant College,348400,5,1189.0,0.2733,0.5303,0.93983739837398,1074.0,7385.0,PrivacySuppressed,18937.5,63670.68,1,4,2,0.0,0.0,21.0,23742.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Dalton State College,395600,5,,0.5536,0.2835,,3137.0,5469.0,0.732919255,8000,52781.02,1,3,1,0.0,0.0,13.0,5709.0,Bachelors,Public,South East,City: Small,City
Pro Way Hair School,1205100,5,,0.9794,1.0,,,,0.136054422,10197,54547.86,3,1,3,0.0,0.0,21.0,11733.0,Certificate,Private for-profit,South East,Suburb: Large,Suburb
South University-Savannah,1303900,5,,0.6898,0.6243,,491.0,7835.0,0.562656016,9500,55764.27,1,4,3,0.0,0.0,12.0,24416.0,Graduate,Private for-profit,South East,City: Midsize,City
East Georgia State College,1099700,5,,0.6612,0.5660000000000001,,1313.0,4355.0,0.666666667,6126.5,43205,1,3,1,0.0,0.0,33.0,5839.0,Bachelors,Public,South East,Town: Remote,Town
Emmanuel College,156300,5,930.0,0.4877,0.6115,0.33878064110622,786.0,5035.0,0.682634731,10558,50422.48,1,3,2,0.0,0.0,32.0,15219.0,Bachelors,Private non-profit,South East,Town: Distant,Town
Emory University,156400,5,1366.0,0.2032,0.3282,0.28488718321974,6316.0,13190.0,0.880895284,15500,80509.92,1,4,2,0.0,0.0,21.0,25941.0,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Georgia Highlands College,950700,5,,0.4759,0.3501,,2090.0,4688.0,0.689922481,4750,60570.62,1,3,1,0.0,0.0,41.0,6805.0,Bachelors,Public,South East,Rural: Fringe,Rural
Fort Valley State University,156600,5,865.0,0.7577,0.8528,0.20507614213197,2212.0,3940.0,0.496062992,26000,53364.82,1,4,1,0.0,0.0,31.0,14782.0,Graduate,Public,South East,Town: Fringe,Town
Grady Health System Professional Schools,411700,5,,0.4333,0.7167,,83.0,,PrivacySuppressed,12500,73839.52,2,1,1,0.0,0.0,11.0,,Certificate,Public,South East,City: Large,City
Georgia Institute of Technology-Main Campus,156900,5,1403.0,0.1699,0.3075,0.32169960039593,10745.0,12149.0,0.928638941,21500,77933.64,1,4,1,0.0,0.0,11.0,11574.0,Graduate,Public,South East,City: Large,City
Georgia Southwestern State University,157300,5,967.0,0.4622,0.59,0.71636675235646,1981.0,5878.0,0.720496894,12993.5,49591.36,1,4,1,0.0,0.0,32.0,12644.0,Graduate,Public,South East,Town: Distant,Town
Georgia College and State University,160200,5,1143.0,0.203,0.4537,0.75655241935483,3976.0,6576.0,0.809466019,16338.5,68382.02,1,4,1,0.0,0.0,32.0,17283.0,Graduate,Public,South East,Town: Distant,Town
Georgia Southern University,157200,5,1089.0,0.3796,0.6203,0.60229748465042,12648.0,6549.0,0.695224207,17000,62772.56,1,4,1,0.0,0.0,32.0,16963.0,Graduate,Public,South East,Town: Distant,Town
Georgia State University,157400,5,1056.0,0.5268,0.5816,0.56649964209019,16444.0,8580.0,0.616204691,16750,72190.32,1,4,1,0.0,0.0,11.0,14290.0,Graduate,Public,South East,City: Large,City
University of Georgia,159800,5,1252.0,0.2292,0.3797,0.52877648667122,24213.0,10676.0,0.780479085,17250,71225.06,1,4,1,0.0,0.0,12.0,12023.0,Graduate,Public,South East,City: Midsize,City
